txName: TChiWH
constraint: [[['W']],[['higgs']]]
condition: None
conditionDescription: None
figureUrl: https://cms-results.web.cern.ch/cms-results/public-results/publications/SUS-18-007/CMS-SUS-18-007_Figure_004.pdf
source: CMS
validated: True
axes: [[x, y], [x, y]]
finalState: ['MET', 'MET']
intermediateState: None
upperLimits: [[[[1.2625E+02*GeV,1.2500E+00*GeV],[1.2625E+02*GeV,1.2500E+00*GeV]],3.1465E+00*pb],
[[[1.4125E+02*GeV,1.1250E+01*GeV],[1.4125E+02*GeV,1.1250E+01*GeV]],3.2036E+00*pb],
[[[1.4125E+02*GeV,1.3750E+01*GeV],[1.4125E+02*GeV,1.3750E+01*GeV]],3.2604E+00*pb],
[[[1.4125E+02*GeV,1.6250E+01*GeV],[1.4125E+02*GeV,1.6250E+01*GeV]],3.3171E+00*pb],
[[[1.4375E+02*GeV,1.2500E+00*GeV],[1.4375E+02*GeV,1.2500E+00*GeV]],2.9688E+00*pb],
[[[1.4375E+02*GeV,3.7500E+00*GeV],[1.4375E+02*GeV,3.7500E+00*GeV]],3.0228E+00*pb],
[[[1.4375E+02*GeV,6.2500E+00*GeV],[1.4375E+02*GeV,6.2500E+00*GeV]],3.0767E+00*pb],
[[[1.4375E+02*GeV,8.7500E+00*GeV],[1.4375E+02*GeV,8.7500E+00*GeV]],3.1307E+00*pb],
[[[1.4375E+02*GeV,1.1250E+01*GeV],[1.4375E+02*GeV,1.1250E+01*GeV]],3.1846E+00*pb],
[[[1.4375E+02*GeV,1.3750E+01*GeV],[1.4375E+02*GeV,1.3750E+01*GeV]],3.2386E+00*pb],
[[[1.4375E+02*GeV,1.6250E+01*GeV],[1.4375E+02*GeV,1.6250E+01*GeV]],3.2925E+00*pb],
[[[1.4375E+02*GeV,1.8750E+01*GeV],[1.4375E+02*GeV,1.8750E+01*GeV]],3.3465E+00*pb],
[[[1.4625E+02*GeV,1.2500E+00*GeV],[1.4625E+02*GeV,1.2500E+00*GeV]],2.8841E+00*pb],
[[[1.4625E+02*GeV,3.7500E+00*GeV],[1.4625E+02*GeV,3.7500E+00*GeV]],2.9342E+00*pb],
[[[1.4625E+02*GeV,6.2500E+00*GeV],[1.4625E+02*GeV,6.2500E+00*GeV]],2.9842E+00*pb],
[[[1.4625E+02*GeV,8.7500E+00*GeV],[1.4625E+02*GeV,8.7500E+00*GeV]],3.0342E+00*pb],
[[[1.4625E+02*GeV,1.1250E+01*GeV],[1.4625E+02*GeV,1.1250E+01*GeV]],3.0843E+00*pb],
[[[1.4625E+02*GeV,1.3750E+01*GeV],[1.4625E+02*GeV,1.3750E+01*GeV]],3.1343E+00*pb],
[[[1.4625E+02*GeV,1.6250E+01*GeV],[1.4625E+02*GeV,1.6250E+01*GeV]],3.1844E+00*pb],
[[[1.4625E+02*GeV,1.8750E+01*GeV],[1.4625E+02*GeV,1.8750E+01*GeV]],3.2344E+00*pb],
[[[1.4625E+02*GeV,2.1250E+01*GeV],[1.4625E+02*GeV,2.1250E+01*GeV]],3.2845E+00*pb],
[[[1.4875E+02*GeV,1.2500E+00*GeV],[1.4875E+02*GeV,1.2500E+00*GeV]],2.8696E+00*pb],
[[[1.4875E+02*GeV,3.7500E+00*GeV],[1.4875E+02*GeV,3.7500E+00*GeV]],2.9172E+00*pb],
[[[1.4875E+02*GeV,6.2500E+00*GeV],[1.4875E+02*GeV,6.2500E+00*GeV]],2.9648E+00*pb],
[[[1.4875E+02*GeV,8.7500E+00*GeV],[1.4875E+02*GeV,8.7500E+00*GeV]],3.0125E+00*pb],
[[[1.4875E+02*GeV,1.1250E+01*GeV],[1.4875E+02*GeV,1.1250E+01*GeV]],3.0601E+00*pb],
[[[1.4875E+02*GeV,1.3750E+01*GeV],[1.4875E+02*GeV,1.3750E+01*GeV]],3.1078E+00*pb],
[[[1.4875E+02*GeV,1.6250E+01*GeV],[1.4875E+02*GeV,1.6250E+01*GeV]],3.1554E+00*pb],
[[[1.4875E+02*GeV,1.8750E+01*GeV],[1.4875E+02*GeV,1.8750E+01*GeV]],3.2030E+00*pb],
[[[1.4875E+02*GeV,2.1250E+01*GeV],[1.4875E+02*GeV,2.1250E+01*GeV]],3.2507E+00*pb],
[[[1.4875E+02*GeV,2.3750E+01*GeV],[1.4875E+02*GeV,2.3750E+01*GeV]],3.2983E+00*pb],
[[[1.5125E+02*GeV,1.2500E+00*GeV],[1.5125E+02*GeV,1.2500E+00*GeV]],2.7279E+00*pb],
[[[1.5125E+02*GeV,3.7500E+00*GeV],[1.5125E+02*GeV,3.7500E+00*GeV]],2.7722E+00*pb],
[[[1.5125E+02*GeV,6.2500E+00*GeV],[1.5125E+02*GeV,6.2500E+00*GeV]],2.8165E+00*pb],
[[[1.5125E+02*GeV,8.7500E+00*GeV],[1.5125E+02*GeV,8.7500E+00*GeV]],2.8608E+00*pb],
[[[1.5125E+02*GeV,1.1250E+01*GeV],[1.5125E+02*GeV,1.1250E+01*GeV]],2.9051E+00*pb],
[[[1.5125E+02*GeV,1.3750E+01*GeV],[1.5125E+02*GeV,1.3750E+01*GeV]],2.9494E+00*pb],
[[[1.5125E+02*GeV,1.6250E+01*GeV],[1.5125E+02*GeV,1.6250E+01*GeV]],2.9938E+00*pb],
[[[1.5125E+02*GeV,1.8750E+01*GeV],[1.5125E+02*GeV,1.8750E+01*GeV]],3.0381E+00*pb],
[[[1.5125E+02*GeV,2.1250E+01*GeV],[1.5125E+02*GeV,2.1250E+01*GeV]],3.0824E+00*pb],
[[[1.5125E+02*GeV,2.3750E+01*GeV],[1.5125E+02*GeV,2.3750E+01*GeV]],3.1267E+00*pb],
[[[1.5125E+02*GeV,2.6250E+01*GeV],[1.5125E+02*GeV,2.6250E+01*GeV]],3.2097E+00*pb],
[[[1.5375E+02*GeV,1.2500E+00*GeV],[1.5375E+02*GeV,1.2500E+00*GeV]],2.6332E+00*pb],
[[[1.5375E+02*GeV,3.7500E+00*GeV],[1.5375E+02*GeV,3.7500E+00*GeV]],2.6463E+00*pb],
[[[1.5375E+02*GeV,6.2500E+00*GeV],[1.5375E+02*GeV,6.2500E+00*GeV]],2.6885E+00*pb],
[[[1.5375E+02*GeV,8.7500E+00*GeV],[1.5375E+02*GeV,8.7500E+00*GeV]],2.7308E+00*pb],
[[[1.5375E+02*GeV,1.1250E+01*GeV],[1.5375E+02*GeV,1.1250E+01*GeV]],2.7730E+00*pb],
[[[1.5375E+02*GeV,1.3750E+01*GeV],[1.5375E+02*GeV,1.3750E+01*GeV]],2.8152E+00*pb],
[[[1.5375E+02*GeV,1.6250E+01*GeV],[1.5375E+02*GeV,1.6250E+01*GeV]],2.8575E+00*pb],
[[[1.5375E+02*GeV,1.8750E+01*GeV],[1.5375E+02*GeV,1.8750E+01*GeV]],2.8997E+00*pb],
[[[1.5375E+02*GeV,2.1250E+01*GeV],[1.5375E+02*GeV,2.1250E+01*GeV]],2.9419E+00*pb],
[[[1.5375E+02*GeV,2.3750E+01*GeV],[1.5375E+02*GeV,2.3750E+01*GeV]],2.9842E+00*pb],
[[[1.5375E+02*GeV,2.6250E+01*GeV],[1.5375E+02*GeV,2.6250E+01*GeV]],3.0633E+00*pb],
[[[1.5375E+02*GeV,2.8750E+01*GeV],[1.5375E+02*GeV,2.8750E+01*GeV]],3.1794E+00*pb],
[[[1.5625E+02*GeV,1.2500E+00*GeV],[1.5625E+02*GeV,1.2500E+00*GeV]],2.4840E+00*pb],
[[[1.5625E+02*GeV,3.7500E+00*GeV],[1.5625E+02*GeV,3.7500E+00*GeV]],2.4962E+00*pb],
[[[1.5625E+02*GeV,6.2500E+00*GeV],[1.5625E+02*GeV,6.2500E+00*GeV]],2.5084E+00*pb],
[[[1.5625E+02*GeV,8.7500E+00*GeV],[1.5625E+02*GeV,8.7500E+00*GeV]],2.5478E+00*pb],
[[[1.5625E+02*GeV,1.1250E+01*GeV],[1.5625E+02*GeV,1.1250E+01*GeV]],2.5872E+00*pb],
[[[1.5625E+02*GeV,1.3750E+01*GeV],[1.5625E+02*GeV,1.3750E+01*GeV]],2.6265E+00*pb],
[[[1.5625E+02*GeV,1.6250E+01*GeV],[1.5625E+02*GeV,1.6250E+01*GeV]],2.6659E+00*pb],
[[[1.5625E+02*GeV,1.8750E+01*GeV],[1.5625E+02*GeV,1.8750E+01*GeV]],2.7052E+00*pb],
[[[1.5625E+02*GeV,2.1250E+01*GeV],[1.5625E+02*GeV,2.1250E+01*GeV]],2.7446E+00*pb],
[[[1.5625E+02*GeV,2.3750E+01*GeV],[1.5625E+02*GeV,2.3750E+01*GeV]],2.7839E+00*pb],
[[[1.5625E+02*GeV,2.6250E+01*GeV],[1.5625E+02*GeV,2.6250E+01*GeV]],2.8577E+00*pb],
[[[1.5625E+02*GeV,2.8750E+01*GeV],[1.5625E+02*GeV,2.8750E+01*GeV]],2.9658E+00*pb],
[[[1.5625E+02*GeV,3.1250E+01*GeV],[1.5625E+02*GeV,3.1250E+01*GeV]],3.0740E+00*pb],
[[[1.5875E+02*GeV,1.2500E+00*GeV],[1.5875E+02*GeV,1.2500E+00*GeV]],2.4004E+00*pb],
[[[1.5875E+02*GeV,3.7500E+00*GeV],[1.5875E+02*GeV,3.7500E+00*GeV]],2.4121E+00*pb],
[[[1.5875E+02*GeV,6.2500E+00*GeV],[1.5875E+02*GeV,6.2500E+00*GeV]],2.4238E+00*pb],
[[[1.5875E+02*GeV,8.7500E+00*GeV],[1.5875E+02*GeV,8.7500E+00*GeV]],2.4355E+00*pb],
[[[1.5875E+02*GeV,1.1250E+01*GeV],[1.5875E+02*GeV,1.1250E+01*GeV]],2.4730E+00*pb],
[[[1.5875E+02*GeV,1.3750E+01*GeV],[1.5875E+02*GeV,1.3750E+01*GeV]],2.5106E+00*pb],
[[[1.5875E+02*GeV,1.6250E+01*GeV],[1.5875E+02*GeV,1.6250E+01*GeV]],2.5482E+00*pb],
[[[1.5875E+02*GeV,1.8750E+01*GeV],[1.5875E+02*GeV,1.8750E+01*GeV]],2.5857E+00*pb],
[[[1.5875E+02*GeV,2.1250E+01*GeV],[1.5875E+02*GeV,2.1250E+01*GeV]],2.6233E+00*pb],
[[[1.5875E+02*GeV,2.3750E+01*GeV],[1.5875E+02*GeV,2.3750E+01*GeV]],2.6609E+00*pb],
[[[1.5875E+02*GeV,2.6250E+01*GeV],[1.5875E+02*GeV,2.6250E+01*GeV]],2.7313E+00*pb],
[[[1.5875E+02*GeV,2.8750E+01*GeV],[1.5875E+02*GeV,2.8750E+01*GeV]],2.8345E+00*pb],
[[[1.5875E+02*GeV,3.1250E+01*GeV],[1.5875E+02*GeV,3.1250E+01*GeV]],2.9378E+00*pb],
[[[1.5875E+02*GeV,3.3750E+01*GeV],[1.5875E+02*GeV,3.3750E+01*GeV]],3.0410E+00*pb],
[[[1.6125E+02*GeV,1.2500E+00*GeV],[1.6125E+02*GeV,1.2500E+00*GeV]],2.2685E+00*pb],
[[[1.6125E+02*GeV,3.7500E+00*GeV],[1.6125E+02*GeV,3.7500E+00*GeV]],2.2794E+00*pb],
[[[1.6125E+02*GeV,6.2500E+00*GeV],[1.6125E+02*GeV,6.2500E+00*GeV]],2.2903E+00*pb],
[[[1.6125E+02*GeV,8.7500E+00*GeV],[1.6125E+02*GeV,8.7500E+00*GeV]],2.3012E+00*pb],
[[[1.6125E+02*GeV,1.1250E+01*GeV],[1.6125E+02*GeV,1.1250E+01*GeV]],2.3121E+00*pb],
[[[1.6125E+02*GeV,1.3750E+01*GeV],[1.6125E+02*GeV,1.3750E+01*GeV]],2.3472E+00*pb],
[[[1.6125E+02*GeV,1.6250E+01*GeV],[1.6125E+02*GeV,1.6250E+01*GeV]],2.3823E+00*pb],
[[[1.6125E+02*GeV,1.8750E+01*GeV],[1.6125E+02*GeV,1.8750E+01*GeV]],2.4174E+00*pb],
[[[1.6125E+02*GeV,2.1250E+01*GeV],[1.6125E+02*GeV,2.1250E+01*GeV]],2.4525E+00*pb],
[[[1.6125E+02*GeV,2.3750E+01*GeV],[1.6125E+02*GeV,2.3750E+01*GeV]],2.4876E+00*pb],
[[[1.6125E+02*GeV,2.6250E+01*GeV],[1.6125E+02*GeV,2.6250E+01*GeV]],2.5533E+00*pb],
[[[1.6125E+02*GeV,2.8750E+01*GeV],[1.6125E+02*GeV,2.8750E+01*GeV]],2.6497E+00*pb],
[[[1.6125E+02*GeV,3.1250E+01*GeV],[1.6125E+02*GeV,3.1250E+01*GeV]],2.7461E+00*pb],
[[[1.6125E+02*GeV,3.3750E+01*GeV],[1.6125E+02*GeV,3.3750E+01*GeV]],2.8425E+00*pb],
[[[1.6125E+02*GeV,3.6250E+01*GeV],[1.6125E+02*GeV,3.6250E+01*GeV]],2.9389E+00*pb],
[[[1.6375E+02*GeV,1.2500E+00*GeV],[1.6375E+02*GeV,1.2500E+00*GeV]],2.1945E+00*pb],
[[[1.6375E+02*GeV,3.7500E+00*GeV],[1.6375E+02*GeV,3.7500E+00*GeV]],2.2050E+00*pb],
[[[1.6375E+02*GeV,6.2500E+00*GeV],[1.6375E+02*GeV,6.2500E+00*GeV]],2.2154E+00*pb],
[[[1.6375E+02*GeV,8.7500E+00*GeV],[1.6375E+02*GeV,8.7500E+00*GeV]],2.2258E+00*pb],
[[[1.6375E+02*GeV,1.1250E+01*GeV],[1.6375E+02*GeV,1.1250E+01*GeV]],2.2362E+00*pb],
[[[1.6375E+02*GeV,1.3750E+01*GeV],[1.6375E+02*GeV,1.3750E+01*GeV]],2.2467E+00*pb],
[[[1.6375E+02*GeV,1.6250E+01*GeV],[1.6375E+02*GeV,1.6250E+01*GeV]],2.2802E+00*pb],
[[[1.6375E+02*GeV,1.8750E+01*GeV],[1.6375E+02*GeV,1.8750E+01*GeV]],2.3137E+00*pb],
[[[1.6375E+02*GeV,2.1250E+01*GeV],[1.6375E+02*GeV,2.1250E+01*GeV]],2.3473E+00*pb],
[[[1.6375E+02*GeV,2.3750E+01*GeV],[1.6375E+02*GeV,2.3750E+01*GeV]],2.3808E+00*pb],
[[[1.6375E+02*GeV,2.6250E+01*GeV],[1.6375E+02*GeV,2.6250E+01*GeV]],2.4437E+00*pb],
[[[1.6375E+02*GeV,2.8750E+01*GeV],[1.6375E+02*GeV,2.8750E+01*GeV]],2.5358E+00*pb],
[[[1.6375E+02*GeV,3.1250E+01*GeV],[1.6375E+02*GeV,3.1250E+01*GeV]],2.6280E+00*pb],
[[[1.6375E+02*GeV,3.3750E+01*GeV],[1.6375E+02*GeV,3.3750E+01*GeV]],2.7202E+00*pb],
[[[1.6375E+02*GeV,3.6250E+01*GeV],[1.6375E+02*GeV,3.6250E+01*GeV]],2.8123E+00*pb],
[[[1.6375E+02*GeV,3.8750E+01*GeV],[1.6375E+02*GeV,3.8750E+01*GeV]],2.9045E+00*pb],
[[[1.6625E+02*GeV,1.2500E+00*GeV],[1.6625E+02*GeV,1.2500E+00*GeV]],2.0774E+00*pb],
[[[1.6625E+02*GeV,3.7500E+00*GeV],[1.6625E+02*GeV,3.7500E+00*GeV]],2.0872E+00*pb],
[[[1.6625E+02*GeV,6.2500E+00*GeV],[1.6625E+02*GeV,6.2500E+00*GeV]],2.0969E+00*pb],
[[[1.6625E+02*GeV,8.7500E+00*GeV],[1.6625E+02*GeV,8.7500E+00*GeV]],2.1067E+00*pb],
[[[1.6625E+02*GeV,1.1250E+01*GeV],[1.6625E+02*GeV,1.1250E+01*GeV]],2.1165E+00*pb],
[[[1.6625E+02*GeV,1.3750E+01*GeV],[1.6625E+02*GeV,1.3750E+01*GeV]],2.1262E+00*pb],
[[[1.6625E+02*GeV,1.6250E+01*GeV],[1.6625E+02*GeV,1.6250E+01*GeV]],2.1360E+00*pb],
[[[1.6625E+02*GeV,1.8750E+01*GeV],[1.6625E+02*GeV,1.8750E+01*GeV]],2.1674E+00*pb],
[[[1.6625E+02*GeV,2.1250E+01*GeV],[1.6625E+02*GeV,2.1250E+01*GeV]],2.1987E+00*pb],
[[[1.6625E+02*GeV,2.3750E+01*GeV],[1.6625E+02*GeV,2.3750E+01*GeV]],2.2301E+00*pb],
[[[1.6625E+02*GeV,2.6250E+01*GeV],[1.6625E+02*GeV,2.6250E+01*GeV]],2.2889E+00*pb],
[[[1.6625E+02*GeV,2.8750E+01*GeV],[1.6625E+02*GeV,2.8750E+01*GeV]],2.3751E+00*pb],
[[[1.6625E+02*GeV,3.1250E+01*GeV],[1.6625E+02*GeV,3.1250E+01*GeV]],2.4614E+00*pb],
[[[1.6625E+02*GeV,3.3750E+01*GeV],[1.6625E+02*GeV,3.3750E+01*GeV]],2.5476E+00*pb],
[[[1.6625E+02*GeV,3.6250E+01*GeV],[1.6625E+02*GeV,3.6250E+01*GeV]],2.6338E+00*pb],
[[[1.6625E+02*GeV,3.8750E+01*GeV],[1.6625E+02*GeV,3.8750E+01*GeV]],2.7200E+00*pb],
[[[1.6625E+02*GeV,4.1250E+01*GeV],[1.6625E+02*GeV,4.1250E+01*GeV]],2.8063E+00*pb],
[[[1.6875E+02*GeV,1.2500E+00*GeV],[1.6875E+02*GeV,1.2500E+00*GeV]],2.0117E+00*pb],
[[[1.6875E+02*GeV,3.7500E+00*GeV],[1.6875E+02*GeV,3.7500E+00*GeV]],2.0210E+00*pb],
[[[1.6875E+02*GeV,6.2500E+00*GeV],[1.6875E+02*GeV,6.2500E+00*GeV]],2.0304E+00*pb],
[[[1.6875E+02*GeV,8.7500E+00*GeV],[1.6875E+02*GeV,8.7500E+00*GeV]],2.0397E+00*pb],
[[[1.6875E+02*GeV,1.1250E+01*GeV],[1.6875E+02*GeV,1.1250E+01*GeV]],2.0491E+00*pb],
[[[1.6875E+02*GeV,1.3750E+01*GeV],[1.6875E+02*GeV,1.3750E+01*GeV]],2.0584E+00*pb],
[[[1.6875E+02*GeV,1.6250E+01*GeV],[1.6875E+02*GeV,1.6250E+01*GeV]],2.0677E+00*pb],
[[[1.6875E+02*GeV,1.8750E+01*GeV],[1.6875E+02*GeV,1.8750E+01*GeV]],2.0771E+00*pb],
[[[1.6875E+02*GeV,2.1250E+01*GeV],[1.6875E+02*GeV,2.1250E+01*GeV]],2.1071E+00*pb],
[[[1.6875E+02*GeV,2.3750E+01*GeV],[1.6875E+02*GeV,2.3750E+01*GeV]],2.1371E+00*pb],
[[[1.6875E+02*GeV,2.6250E+01*GeV],[1.6875E+02*GeV,2.6250E+01*GeV]],2.1934E+00*pb],
[[[1.6875E+02*GeV,2.8750E+01*GeV],[1.6875E+02*GeV,2.8750E+01*GeV]],2.2760E+00*pb],
[[[1.6875E+02*GeV,3.1250E+01*GeV],[1.6875E+02*GeV,3.1250E+01*GeV]],2.3585E+00*pb],
[[[1.6875E+02*GeV,3.3750E+01*GeV],[1.6875E+02*GeV,3.3750E+01*GeV]],2.4410E+00*pb],
[[[1.6875E+02*GeV,3.6250E+01*GeV],[1.6875E+02*GeV,3.6250E+01*GeV]],2.5236E+00*pb],
[[[1.6875E+02*GeV,3.8750E+01*GeV],[1.6875E+02*GeV,3.8750E+01*GeV]],2.6061E+00*pb],
[[[1.6875E+02*GeV,4.1250E+01*GeV],[1.6875E+02*GeV,4.1250E+01*GeV]],2.6886E+00*pb],
[[[1.6875E+02*GeV,4.3750E+01*GeV],[1.6875E+02*GeV,4.3750E+01*GeV]],2.7712E+00*pb],
[[[1.7125E+02*GeV,1.2500E+00*GeV],[1.7125E+02*GeV,1.2500E+00*GeV]],1.9074E+00*pb],
[[[1.7125E+02*GeV,3.7500E+00*GeV],[1.7125E+02*GeV,3.7500E+00*GeV]],1.9161E+00*pb],
[[[1.7125E+02*GeV,6.2500E+00*GeV],[1.7125E+02*GeV,6.2500E+00*GeV]],1.9249E+00*pb],
[[[1.7125E+02*GeV,8.7500E+00*GeV],[1.7125E+02*GeV,8.7500E+00*GeV]],1.9336E+00*pb],
[[[1.7125E+02*GeV,1.1250E+01*GeV],[1.7125E+02*GeV,1.1250E+01*GeV]],1.9424E+00*pb],
[[[1.7125E+02*GeV,1.3750E+01*GeV],[1.7125E+02*GeV,1.3750E+01*GeV]],1.9512E+00*pb],
[[[1.7125E+02*GeV,1.6250E+01*GeV],[1.7125E+02*GeV,1.6250E+01*GeV]],1.9599E+00*pb],
[[[1.7125E+02*GeV,1.8750E+01*GeV],[1.7125E+02*GeV,1.8750E+01*GeV]],1.9687E+00*pb],
[[[1.7125E+02*GeV,2.1250E+01*GeV],[1.7125E+02*GeV,2.1250E+01*GeV]],1.9774E+00*pb],
[[[1.7125E+02*GeV,2.3750E+01*GeV],[1.7125E+02*GeV,2.3750E+01*GeV]],2.0056E+00*pb],
[[[1.7125E+02*GeV,2.6250E+01*GeV],[1.7125E+02*GeV,2.6250E+01*GeV]],2.0583E+00*pb],
[[[1.7125E+02*GeV,2.8750E+01*GeV],[1.7125E+02*GeV,2.8750E+01*GeV]],2.1357E+00*pb],
[[[1.7125E+02*GeV,3.1250E+01*GeV],[1.7125E+02*GeV,3.1250E+01*GeV]],2.2131E+00*pb],
[[[1.7125E+02*GeV,3.3750E+01*GeV],[1.7125E+02*GeV,3.3750E+01*GeV]],2.2904E+00*pb],
[[[1.7125E+02*GeV,3.6250E+01*GeV],[1.7125E+02*GeV,3.6250E+01*GeV]],2.3678E+00*pb],
[[[1.7125E+02*GeV,3.8750E+01*GeV],[1.7125E+02*GeV,3.8750E+01*GeV]],2.4452E+00*pb],
[[[1.7125E+02*GeV,4.1250E+01*GeV],[1.7125E+02*GeV,4.1250E+01*GeV]],2.5225E+00*pb],
[[[1.7125E+02*GeV,4.3750E+01*GeV],[1.7125E+02*GeV,4.3750E+01*GeV]],2.5999E+00*pb],
[[[1.7125E+02*GeV,4.6250E+01*GeV],[1.7125E+02*GeV,4.6250E+01*GeV]],2.6773E+00*pb],
[[[1.7375E+02*GeV,1.2500E+00*GeV],[1.7375E+02*GeV,1.2500E+00*GeV]],1.8488E+00*pb],
[[[1.7375E+02*GeV,3.7500E+00*GeV],[1.7375E+02*GeV,3.7500E+00*GeV]],1.8571E+00*pb],
[[[1.7375E+02*GeV,6.2500E+00*GeV],[1.7375E+02*GeV,6.2500E+00*GeV]],1.8655E+00*pb],
[[[1.7375E+02*GeV,8.7500E+00*GeV],[1.7375E+02*GeV,8.7500E+00*GeV]],1.8739E+00*pb],
[[[1.7375E+02*GeV,1.1250E+01*GeV],[1.7375E+02*GeV,1.1250E+01*GeV]],1.8823E+00*pb],
[[[1.7375E+02*GeV,1.3750E+01*GeV],[1.7375E+02*GeV,1.3750E+01*GeV]],1.8907E+00*pb],
[[[1.7375E+02*GeV,1.6250E+01*GeV],[1.7375E+02*GeV,1.6250E+01*GeV]],1.8991E+00*pb],
[[[1.7375E+02*GeV,1.8750E+01*GeV],[1.7375E+02*GeV,1.8750E+01*GeV]],1.9075E+00*pb],
[[[1.7375E+02*GeV,2.1250E+01*GeV],[1.7375E+02*GeV,2.1250E+01*GeV]],1.9159E+00*pb],
[[[1.7375E+02*GeV,2.3750E+01*GeV],[1.7375E+02*GeV,2.3750E+01*GeV]],1.9243E+00*pb],
[[[1.7375E+02*GeV,2.6250E+01*GeV],[1.7375E+02*GeV,2.6250E+01*GeV]],1.9748E+00*pb],
[[[1.7375E+02*GeV,2.8750E+01*GeV],[1.7375E+02*GeV,2.8750E+01*GeV]],2.0490E+00*pb],
[[[1.7375E+02*GeV,3.1250E+01*GeV],[1.7375E+02*GeV,3.1250E+01*GeV]],2.1231E+00*pb],
[[[1.7375E+02*GeV,3.3750E+01*GeV],[1.7375E+02*GeV,3.3750E+01*GeV]],2.1972E+00*pb],
[[[1.7375E+02*GeV,3.6250E+01*GeV],[1.7375E+02*GeV,3.6250E+01*GeV]],2.2714E+00*pb],
[[[1.7375E+02*GeV,3.8750E+01*GeV],[1.7375E+02*GeV,3.8750E+01*GeV]],2.3455E+00*pb],
[[[1.7375E+02*GeV,4.1250E+01*GeV],[1.7375E+02*GeV,4.1250E+01*GeV]],2.4197E+00*pb],
[[[1.7375E+02*GeV,4.3750E+01*GeV],[1.7375E+02*GeV,4.3750E+01*GeV]],2.4938E+00*pb],
[[[1.7375E+02*GeV,4.6250E+01*GeV],[1.7375E+02*GeV,4.6250E+01*GeV]],2.5680E+00*pb],
