txName: TChiWZoff
constraint: {(PV > anyBSM(1),anyBSM(2)), (anyBSM(1) > l+,l-,MET(3)), (anyBSM(2) > jet,jet,MET(4))}
condition: None
conditionDescription: None
figureUrl: None
source: HackAnalysis recast by Mark Goodsell and others, https://doi.org/10.48550/arXiv.2506.21676
validated: True
axesMap: [{0: 'x', 1: 'y', 2: 'x', 3: 'y'}]
dataMap: {0: (1, 'mass', GeV), 1: (3, 'mass', GeV), 2: (2, 'mass', GeV), 3: (4, 'mass', GeV)}
finalState: ['MET', 'MET']
efficiencyMap: [[[120.0,70.0,120.0,70.0],0.0],
[[170.0,120.0,170.0,120.0],0.0],
[[170.0,122.0,170.0,122.0],0.0],
[[170.0,124.0,170.0,124.0],0.0],
[[170.0,126.0,170.0,126.0],0.0],
[[170.0,128.0,170.0,128.0],0.0],
[[170.0,130.0,170.0,130.0],6.80209e-07],
[[170.0,132.0,170.0,132.0],6.82597e-07],
[[170.0,134.0,170.0,134.0],6.772388e-07],
[[170.0,136.0,170.0,136.0],6.743284e-07],
[[170.0,138.0,170.0,138.0],0.0],
[[170.0,140.0,170.0,140.0],0.0],
[[170.0,142.0,170.0,142.0],3.369701e-06],
[[170.0,144.0,170.0,144.0],3.247463e-06],
[[170.0,146.0,170.0,146.0],2.012836e-06],
[[170.0,148.0,170.0,148.0],4.009851e-06],
[[170.0,150.0,170.0,150.0],6.694179e-06],
[[170.0,152.0,170.0,152.0],6.673433e-06],
[[170.0,154.0,170.0,154.0],1.337418e-05],
[[170.0,156.0,170.0,156.0],1.606567e-05],
[[170.0,158.0,170.0,158.0],3.979851e-05],
[[170.0,160.0,170.0,160.0],4.483134e-05],
[[170.0,162.0,170.0,162.0],6.890299e-05],
[[170.0,164.0,170.0,164.0],0.0001114149],
[[170.0,166.0,170.0,166.0],8.084179e-05],
[[180.0,130.0,180.0,130.0],0.0],
[[180.0,132.0,180.0,132.0],0.0],
[[180.0,134.0,180.0,134.0],0.0],
[[180.0,136.0,180.0,136.0],0.0],
[[180.0,138.0,180.0,138.0],0.0],
[[180.0,140.0,180.0,140.0],0.0],
[[180.0,142.0,180.0,142.0],6.937612e-07],
[[180.0,144.0,180.0,144.0],1.388164e-06],
[[180.0,146.0,180.0,146.0],1.306478e-06],
[[180.0,148.0,180.0,148.0],2.017761e-06],
[[180.0,150.0,180.0,150.0],1.372761e-06],
[[180.0,152.0,180.0,152.0],2.040149e-06],
[[180.0,154.0,180.0,154.0],4.097612e-06],
[[180.0,156.0,180.0,156.0],2.036269e-06],
[[180.0,158.0,180.0,158.0],8.778209e-06],
[[180.0,160.0,180.0,160.0],1.020836e-05],
[[180.0,162.0,180.0,162.0],1.49403e-05],
[[180.0,164.0,180.0,164.0],1.293642e-05],
[[180.0,166.0,180.0,166.0],2.164627e-05],
[[180.0,168.0,180.0,168.0],4.017612e-05],
[[180.0,170.0,180.0,170.0],4.594925e-05],
[[180.0,172.0,180.0,172.0],7.268657e-05],
[[180.0,174.0,180.0,174.0],0.0001071657],
[[180.0,176.0,180.0,176.0],7.072388e-05],
[[190.0,140.0,190.0,140.0],0.0],
[[190.0,142.0,190.0,142.0],0.0],
[[190.0,144.0,190.0,144.0],1.384134e-06],
[[190.0,146.0,190.0,146.0],6.704776e-07],
[[190.0,148.0,190.0,148.0],0.0],
[[190.0,150.0,190.0,150.0],7.017313e-07],
[[190.0,152.0,190.0,152.0],1.401343e-06],
[[190.0,154.0,190.0,154.0],6.911194e-07],
[[190.0,156.0,190.0,156.0],1.377164e-06],
[[190.0,158.0,190.0,158.0],3.458657e-06],
[[190.0,160.0,190.0,160.0],4.093881e-06],
[[190.0,162.0,190.0,162.0],3.46597e-06],
[[190.0,164.0,190.0,164.0],2.086567e-06],
[[190.0,166.0,190.0,166.0],1.325149e-06],
[[190.0,168.0,190.0,168.0],5.439254e-06],
[[190.0,170.0,190.0,170.0],1.173358e-05],
[[190.0,172.0,190.0,172.0],1.449358e-05],
[[190.0,174.0,190.0,174.0],2.200896e-05],
[[190.0,176.0,190.0,176.0],2.530597e-05],
[[190.0,178.0,190.0,178.0],4.674179e-05],
[[190.0,180.0,190.0,180.0],4.719254e-05],
[[190.0,182.0,190.0,182.0],7.363582e-05],
[[190.0,184.0,190.0,184.0],9.964925e-05],
[[190.0,186.0,190.0,186.0],7.627612e-05],
[[200.0,150.0,200.0,150.0],0.0],
[[200.0,152.0,200.0,152.0],1.386209e-06],
[[200.0,154.0,200.0,154.0],0.0],
[[200.0,156.0,200.0,156.0],6.97194e-07],
[[200.0,158.0,200.0,158.0],1.363418e-06],
[[200.0,160.0,200.0,160.0],0.0],
[[200.0,162.0,200.0,162.0],1.373746e-06],
[[200.0,164.0,200.0,164.0],1.394657e-06],
[[200.0,166.0,200.0,166.0],7.052985e-07],
[[200.0,168.0,200.0,168.0],1.393552e-06],
[[200.0,170.0,200.0,170.0],2.086119e-06],
[[200.0,172.0,200.0,172.0],4.878806e-06],
[[200.0,174.0,200.0,174.0],3.468955e-06],
[[200.0,176.0,200.0,176.0],2.090149e-06],
[[200.0,178.0,200.0,178.0],2.071045e-06],
[[200.0,180.0,200.0,180.0],6.936866e-06],
[[200.0,182.0,200.0,182.0],1.533731e-05],
[[200.0,184.0,200.0,184.0],1.11709e-05],
[[200.0,186.0,200.0,186.0],2.074328e-05],
[[200.0,188.0,200.0,188.0],3.482985e-05],
[[200.0,190.0,200.0,190.0],6.398657e-05],
[[200.0,192.0,200.0,192.0],7.250448e-05],
[[200.0,194.0,200.0,194.0],0.0001050045],
[[200.0,196.0,200.0,196.0],6.691493e-05],
[[210.0,160.0,210.0,160.0],0.0],
[[210.0,162.0,210.0,162.0],0.0],
[[210.0,164.0,210.0,164.0],2.10194e-06],
[[210.0,166.0,210.0,166.0],0.0],
[[210.0,168.0,210.0,168.0],0.0],
[[210.0,170.0,210.0,170.0],6.93403e-07],
[[210.0,172.0,210.0,172.0],7.13791e-07],
[[210.0,174.0,210.0,174.0],6.898955e-07],
[[210.0,176.0,210.0,176.0],2.109552e-06],
[[210.0,178.0,210.0,178.0],1.380806e-06],
[[210.0,180.0,210.0,180.0],2.81791e-06],
[[210.0,182.0,210.0,182.0],4.242836e-06],
[[210.0,184.0,210.0,184.0],3.49e-06],
[[210.0,186.0,210.0,186.0],4.809254e-06],
[[210.0,188.0,210.0,188.0],7.087313e-06],
[[210.0,190.0,210.0,190.0],1.058045e-05],
[[210.0,192.0,210.0,192.0],9.090896e-06],
[[210.0,194.0,210.0,194.0],1.756567e-05],
[[210.0,196.0,210.0,196.0],2.895373e-05],
[[210.0,198.0,210.0,198.0],4.290448e-05],
[[210.0,200.0,210.0,200.0],6.213284e-05],
[[210.0,202.0,210.0,202.0],8.568209e-05],
[[210.0,204.0,210.0,204.0],0.0001134642],
[[210.0,206.0,210.0,206.0],8.420597e-05],
[[220.0,170.0,220.0,170.0],0.0],
[[220.0,172.0,220.0,172.0],0.0],
[[220.0,174.0,220.0,174.0],0.0],
[[220.0,176.0,220.0,176.0],0.0],
[[220.0,178.0,220.0,178.0],6.895522e-07],
[[220.0,180.0,220.0,180.0],7.107313e-07],
[[220.0,182.0,220.0,182.0],0.0],
[[220.0,184.0,220.0,184.0],7.223433e-07],
[[220.0,186.0,220.0,186.0],1.425149e-06],
[[220.0,188.0,220.0,188.0],1.424716e-06],
[[220.0,190.0,220.0,190.0],4.965224e-06],
[[220.0,192.0,220.0,192.0],4.946119e-06],
[[220.0,194.0,220.0,194.0],2.838955e-06],
[[220.0,196.0,220.0,196.0],4.255224e-06],
[[220.0,198.0,220.0,198.0],5.610746e-06],
[[220.0,200.0,220.0,200.0],6.388358e-06],
[[220.0,202.0,220.0,202.0],1.652985e-05],
[[220.0,204.0,220.0,204.0],1.917313e-05],
[[220.0,206.0,220.0,206.0],2.838507e-05],
[[220.0,208.0,220.0,208.0],4.180448e-05],
[[220.0,210.0,220.0,210.0],6.49209e-05],
[[220.0,212.0,220.0,212.0],9.312836e-05],
[[220.0,214.0,220.0,214.0],0.0001051343],
[[220.0,216.0,220.0,216.0],8.606269e-05],
[[230.0,180.0,230.0,180.0],0.0],
[[230.0,182.0,230.0,182.0],0.0],
[[230.0,184.0,230.0,184.0],0.0],
[[230.0,186.0,230.0,186.0],0.0],
[[230.0,188.0,230.0,188.0],0.0],
[[230.0,190.0,230.0,190.0],7.076269e-07],
[[230.0,192.0,230.0,192.0],7.147313e-07],
[[230.0,194.0,230.0,194.0],2.133284e-06],
[[230.0,196.0,230.0,196.0],7.01403e-07],
[[230.0,198.0,230.0,198.0],1.397328e-06],
[[230.0,200.0,230.0,200.0],7.011642e-07],
[[230.0,202.0,230.0,202.0],3.63e-06],
[[230.0,204.0,230.0,204.0],6.452537e-06],
[[230.0,206.0,230.0,206.0],1.008269e-05],
[[230.0,208.0,230.0,208.0],8.695373e-06],
[[230.0,210.0,230.0,210.0],1.006209e-05],
[[230.0,212.0,230.0,212.0],2.006866e-05],
[[230.0,214.0,230.0,214.0],2.081791e-05],
[[230.0,216.0,230.0,216.0],2.368806e-05],
[[230.0,218.0,230.0,218.0],4.722239e-05],
[[230.0,220.0,230.0,220.0],6.194179e-05],
[[230.0,222.0,230.0,222.0],8.118955e-05],
[[230.0,224.0,230.0,224.0],0.000118991],
[[230.0,226.0,230.0,226.0],5.139104e-05],
[[240.0,190.0,240.0,190.0],0.0],
[[240.0,192.0,240.0,192.0],0.0],
[[240.0,194.0,240.0,194.0],0.0],
[[240.0,196.0,240.0,196.0],0.0],
[[240.0,198.0,240.0,198.0],0.0],
[[240.0,200.0,240.0,200.0],2.142985e-06],
[[240.0,202.0,240.0,202.0],2.140448e-06],
[[240.0,204.0,240.0,204.0],7.42806e-07],
[[240.0,206.0,240.0,206.0],2.903731e-06],
[[240.0,208.0,240.0,208.0],3.649701e-06],
[[240.0,210.0,240.0,210.0],4.369403e-06],
[[240.0,212.0,240.0,212.0],3.656866e-06],
[[240.0,214.0,240.0,214.0],2.897612e-06],
[[240.0,216.0,240.0,216.0],3.603284e-06],
[[240.0,218.0,240.0,218.0],5.072388e-06],
[[240.0,220.0,240.0,220.0],7.245672e-06],
[[240.0,222.0,240.0,222.0],2.114776e-05],
[[240.0,224.0,240.0,224.0],2.190746e-05],
[[240.0,226.0,240.0,226.0],2.977313e-05],
[[240.0,228.0,240.0,228.0],4.210746e-05],
[[240.0,230.0,240.0,230.0],7.433134e-05],
[[240.0,232.0,240.0,232.0],0.0001053507],
[[240.0,234.0,240.0,234.0],0.0001403881],
[[240.0,236.0,240.0,236.0],6.354328e-05],
[[250.0,200.0,250.0,200.0],0.0],
[[250.0,202.0,250.0,202.0],7.511343e-07],
[[250.0,204.0,250.0,204.0],0.0],
[[250.0,206.0,250.0,206.0],7.48209e-07],
[[250.0,208.0,250.0,208.0],1.461179e-06],
[[250.0,210.0,250.0,210.0],1.441403e-06],
[[250.0,212.0,250.0,212.0],0.0],
[[250.0,214.0,250.0,214.0],1.503881e-06],
[[250.0,216.0,250.0,216.0],2.137761e-06],
[[250.0,218.0,250.0,218.0],1.446701e-06],
[[250.0,220.0,250.0,220.0],1.475657e-06],
[[250.0,222.0,250.0,222.0],4.394478e-06],
[[250.0,224.0,250.0,224.0],5.154328e-06],
[[250.0,226.0,250.0,226.0],5.863433e-06],
[[250.0,228.0,250.0,228.0],1.097075e-05],
[[250.0,230.0,250.0,230.0],1.168284e-05],
[[250.0,232.0,250.0,232.0],2.423284e-05],
[[250.0,234.0,250.0,234.0],2.928507e-05],
[[250.0,236.0,250.0,236.0],2.623134e-05],
[[250.0,238.0,250.0,238.0],4.461045e-05],
[[250.0,240.0,250.0,240.0],6.534776e-05],
[[250.0,242.0,250.0,242.0],9.984328e-05],
[[250.0,244.0,250.0,244.0],0.0001363925],
[[250.0,246.0,250.0,246.0],7.093284e-05],
[[260.0,210.0,260.0,210.0],0.0],
[[260.0,212.0,260.0,212.0],0.0],
[[260.0,214.0,260.0,214.0],0.0],
[[260.0,216.0,260.0,216.0],7.457015e-07],
[[260.0,218.0,260.0,218.0],7.568657e-07],
[[260.0,220.0,260.0,220.0],1.482164e-06],
[[260.0,222.0,260.0,222.0],0.0],
[[260.0,224.0,260.0,224.0],1.516716e-06],
[[260.0,226.0,260.0,226.0],2.934776e-06],
[[260.0,228.0,260.0,228.0],3.696418e-06],
[[260.0,230.0,260.0,230.0],2.97806e-06],
[[260.0,232.0,260.0,232.0],2.252836e-06],
[[260.0,234.0,260.0,234.0],5.168806e-06],
[[260.0,236.0,260.0,236.0],7.395672e-06],
[[260.0,238.0,260.0,238.0],8.19791e-06],
[[260.0,240.0,260.0,240.0],1.707164e-05],
[[260.0,242.0,260.0,242.0],2.000149e-05],
[[260.0,244.0,260.0,244.0],1.63209e-05],
[[260.0,246.0,260.0,246.0],3.541045e-05],
[[260.0,248.0,260.0,248.0],5.698955e-05],
[[260.0,250.0,260.0,250.0],6.889851e-05],
[[260.0,252.0,260.0,252.0],8.748806e-05],
[[260.0,254.0,260.0,254.0],0.0001171746],
[[260.0,256.0,260.0,256.0],3.005821e-05],
[[270.0,220.0,270.0,220.0],0.0],
[[270.0,222.0,270.0,222.0],0.0],
[[270.0,224.0,270.0,224.0],0.0],
[[270.0,226.0,270.0,226.0],7.509254e-07],
[[270.0,228.0,270.0,228.0],0.0],
[[270.0,230.0,270.0,230.0],0.0],
[[270.0,232.0,270.0,232.0],1.497313e-06],
[[270.0,234.0,270.0,234.0],3.011045e-06],
[[270.0,236.0,270.0,236.0],2.986567e-06],
[[270.0,238.0,270.0,238.0],6.636269e-06],
[[270.0,240.0,270.0,240.0],1.495373e-06],
[[270.0,242.0,270.0,242.0],4.539851e-06],
[[270.0,244.0,270.0,244.0],5.193582e-06],
[[270.0,246.0,270.0,246.0],4.494627e-06],
[[270.0,248.0,270.0,248.0],9.646866e-06],
[[270.0,250.0,270.0,250.0],1.197881e-05],
[[270.0,252.0,270.0,252.0],2.084179e-05],
[[270.0,254.0,270.0,254.0],2.09597e-05],
[[270.0,256.0,270.0,256.0],3.594179e-05],
[[270.0,258.0,270.0,258.0],5.754179e-05],
[[270.0,260.0,270.0,260.0],8.098955e-05],
[[270.0,262.0,270.0,262.0],0.0001153866],
[[270.0,264.0,270.0,264.0],0.000115706],
[[270.0,266.0,270.0,266.0],0.0001077164],
[[280.0,230.0,280.0,230.0],7.644478e-07],
[[280.0,232.0,280.0,232.0],7.611343e-07],
[[280.0,234.0,280.0,234.0],1.458701e-06],
[[280.0,236.0,280.0,236.0],1.459254e-06],
[[280.0,238.0,280.0,238.0],7.435224e-07],
[[280.0,240.0,280.0,240.0],7.272985e-07],
[[280.0,242.0,280.0,242.0],7.404328e-07],
[[280.0,244.0,280.0,244.0],2.24209e-06],
[[280.0,246.0,280.0,246.0],4.479701e-06],
[[280.0,248.0,280.0,248.0],2.947612e-06],
[[280.0,250.0,280.0,250.0],3.796866e-06],
[[280.0,252.0,280.0,252.0],6.775224e-06],
[[280.0,254.0,280.0,254.0],2.265224e-06],
[[280.0,256.0,280.0,256.0],9.048657e-06],
[[280.0,258.0,280.0,258.0],5.975373e-06],
[[280.0,260.0,280.0,260.0],1.823134e-05],
[[280.0,262.0,280.0,262.0],1.881343e-05],
[[280.0,264.0,280.0,264.0],2.629104e-05],
[[280.0,266.0,280.0,266.0],4.209552e-05],
[[280.0,268.0,280.0,268.0],6.102239e-05],
[[280.0,270.0,280.0,270.0],8.050597e-05],
[[280.0,272.0,280.0,272.0],0.0001159403],
[[280.0,274.0,280.0,274.0],0.0001127104],
[[280.0,276.0,280.0,276.0],7.233134e-05],
[[290.0,240.0,290.0,240.0],0.0],
[[290.0,242.0,290.0,242.0],0.0],
[[290.0,244.0,290.0,244.0],7.763582e-07],
[[290.0,246.0,290.0,246.0],7.803134e-07],
[[290.0,248.0,290.0,248.0],0.0],
[[290.0,250.0,290.0,250.0],0.0],
[[290.0,252.0,290.0,252.0],0.0],
[[290.0,254.0,290.0,254.0],7.584627e-07],
[[290.0,256.0,290.0,256.0],2.252985e-06],
[[290.0,258.0,290.0,258.0],1.508806e-06],
[[290.0,260.0,290.0,260.0],3.793881e-06],
[[290.0,262.0,290.0,262.0],5.302985e-06],
[[290.0,264.0,290.0,264.0],6.072836e-06],
[[290.0,266.0,290.0,266.0],1.528209e-05],
[[290.0,268.0,290.0,268.0],7.579254e-06],
[[290.0,270.0,290.0,270.0],1.213328e-05],
[[290.0,272.0,290.0,272.0],1.217045e-05],
[[290.0,274.0,290.0,274.0],2.805522e-05],
[[290.0,276.0,290.0,276.0],4.27806e-05],
[[290.0,278.0,290.0,278.0],6.056119e-05],
[[290.0,280.0,290.0,280.0],8.499403e-05],
[[290.0,282.0,290.0,282.0],0.0001063806],
[[290.0,284.0,290.0,284.0],0.0001501343],
[[290.0,286.0,290.0,286.0],6.666866e-05],
[[300.0,250.0,300.0,250.0],1.539851e-06],
[[300.0,252.0,300.0,252.0],0.0],
[[300.0,254.0,300.0,254.0],0.0],
[[300.0,256.0,300.0,256.0],0.0],
[[300.0,258.0,300.0,258.0],7.865224e-07],
[[300.0,260.0,300.0,260.0],1.544179e-06],
[[300.0,262.0,300.0,262.0],0.0],
[[300.0,264.0,300.0,264.0],1.522239e-06],
[[300.0,266.0,300.0,266.0],3.105522e-06],
[[300.0,268.0,300.0,268.0],6.05597e-06],
[[300.0,270.0,300.0,270.0],6.183284e-06],
[[300.0,272.0,300.0,272.0],6.100299e-06],
[[300.0,274.0,300.0,274.0],9.952985e-06],
[[300.0,276.0,300.0,276.0],5.318507e-06],
[[300.0,278.0,300.0,278.0],9.251194e-06],
[[300.0,280.0,300.0,280.0],8.369403e-06],
[[300.0,282.0,300.0,282.0],1.071388e-05],
[[300.0,284.0,300.0,284.0],3.203433e-05],
[[300.0,286.0,300.0,286.0],4.116418e-05],
[[300.0,288.0,300.0,288.0],4.665821e-05],
[[300.0,290.0,300.0,290.0],8.717015e-05],
[[300.0,292.0,300.0,292.0],0.0001229925],
[[300.0,294.0,300.0,294.0],0.0001591791],
[[300.0,296.0,300.0,296.0],6.792239e-05],
[[310.0,270.0,310.0,270.0],7.744478e-07],
[[310.0,272.0,310.0,272.0],3.124925e-06],
[[310.0,274.0,310.0,274.0],1.525224e-06],
[[310.0,276.0,310.0,276.0],7.712537e-07],
[[310.0,278.0,310.0,278.0],3.887015e-06],
[[310.0,280.0,310.0,280.0],2.311493e-06],
[[310.0,282.0,310.0,282.0],2.334179e-06],
[[310.0,284.0,310.0,284.0],1.560299e-06],
[[310.0,286.0,310.0,286.0],8.533582e-06],
[[310.0,288.0,310.0,288.0],1.009627e-05],
[[310.0,290.0,310.0,290.0],1.538507e-05],
[[310.0,292.0,310.0,292.0],2.759254e-05],
[[310.0,294.0,310.0,294.0],2.853284e-05],
[[310.0,296.0,310.0,296.0],4.701791e-05],
[[310.0,298.0,310.0,298.0],6.176866e-05],
[[310.0,300.0,310.0,300.0],8.751791e-05],
[[310.0,302.0,310.0,302.0],0.0001237701],
[[310.0,304.0,310.0,304.0],0.0001537463],
[[310.0,306.0,310.0,306.0],8.047761e-05],
[[320.0,280.0,320.0,280.0],1.567015e-06],
[[320.0,282.0,320.0,282.0],0.0],
[[320.0,284.0,320.0,284.0],2.389403e-06],
[[320.0,286.0,320.0,286.0],3.054478e-06],
[[320.0,288.0,320.0,288.0],1.567463e-06],
[[320.0,290.0,320.0,290.0],4.609104e-06],
[[320.0,292.0,320.0,292.0],3.882537e-06],
[[320.0,294.0,320.0,294.0],6.219851e-06],
[[320.0,296.0,320.0,296.0],1.311761e-05],
[[320.0,298.0,320.0,298.0],9.343433e-06],
[[320.0,300.0,320.0,300.0],1.247239e-05],
[[320.0,302.0,320.0,302.0],1.718955e-05],
[[320.0,304.0,320.0,304.0],2.536567e-05],
[[320.0,306.0,320.0,306.0],5.341791e-05],
[[320.0,308.0,320.0,308.0],7.377313e-05],
[[320.0,310.0,320.0,310.0],7.927015e-05],
[[320.0,312.0,320.0,312.0],0.0001117746],
[[320.0,314.0,320.0,314.0],9.960448e-05],
[[320.0,316.0,320.0,316.0],8.051791e-05],
[[330.0,290.0,330.0,290.0],1.589552e-06],
[[330.0,292.0,330.0,292.0],0.0],
[[330.0,294.0,330.0,294.0],2.348209e-06],
[[330.0,296.0,330.0,296.0],1.569552e-06],
[[330.0,298.0,330.0,298.0],7.768507e-07],
[[330.0,300.0,330.0,300.0],2.382239e-06],
[[330.0,302.0,330.0,302.0],8.020149e-07],
[[330.0,304.0,330.0,304.0],1.018836e-05],
[[330.0,306.0,330.0,306.0],1.10197e-05],
[[330.0,308.0,330.0,308.0],1.255896e-05],
[[330.0,310.0,330.0,310.0],1.333537e-05],
[[330.0,312.0,330.0,312.0],2.424478e-05],
[[330.0,314.0,330.0,314.0],2.823284e-05],
[[330.0,316.0,330.0,316.0],4.746716e-05],
[[330.0,318.0,330.0,318.0],5.651045e-05],
[[330.0,320.0,330.0,320.0],8.601493e-05],
[[330.0,322.0,330.0,322.0],0.0001206],
